,Cluster_ID,Tree_ID,GATTUNGS_ID,ALGO_ID,x,y,z
0,960,100237,16,1,0.47275127286222335,0.0028285875989400608,0.004714312653191979
1,960,100237,16,1,0.466151235147096,0.0,0.003205732604170578
2,960,100237,16,1,0.45879690740895074,0.002451442577552367,0.00546860267770268
3,960,100237,16,1,0.05657175183830375,0.30756175750407955,0.14802941731022817
4,960,100237,16,1,0.052800301715530636,0.29323024702502865,0.16330379030657016
5,960,100237,16,1,0.05393173675225281,0.29869884970343386,0.16009805770239965
6,960,100237,16,1,0.05223458419771837,0.32264755799078143,0.1489722798408665
7,960,100237,16,1,0.053554591739646204,0.329624740719613,0.15444088251856924
8,960,100237,16,1,0.0505374316420863,0.31114463511067064,0.15010371487763263
9,960,100237,16,1,0.05525174429527828,0.30247029982949986,0.15142372242052637
10,960,100237,16,1,0.04620026400150092,0.29587026212205597,0.16405808033108085
11,960,100237,16,1,0.04846313407494526,0.3054874599303527,0.15180086743278173
12,960,100237,16,1,0.04752027154452639,0.3015274373023739,0.15934376767788888
13,960,100237,16,1,0.05223458419771837,0.3460305487372664,0.13124646426486472
14,960,100237,16,1,0.05676032434460705,0.37167640957695314,0.13671506694256738
15,960,100237,16,1,0.0509145766546929,0.34263624363258804,0.1433151046570362
16,960,100237,16,1,0.05317744672813724,0.3250990005683338,0.018857250612767915
17,960,100237,16,1,0.05562888930788488,0.36394493682290835,0.13162360927712005
18,960,100237,16,1,0.05506317178897498,0.33339619082811683,0.025080143314981363
19,960,100237,16,1,0.04676598151931319,0.32641900811684743,0.15104657740827104
20,960,100237,16,1,0.047897416556035355,0.3301904582253513,0.14161795210188707
21,960,100237,16,1,0.053366019234440544,0.3516877239351465,0.1295493117097156
22,960,100237,16,1,0.042805958891334414,0.30718461248269185,0.1467094097673344
23,960,100237,16,1,0.04959456911166743,0.33924193852790974,0.1548180275308246
24,960,100237,16,1,0.04601169149519762,0.32019611541322907,0.14934942485312191
25,960,100237,16,1,0.054874599282671674,0.36055063171823004,0.13897793701609956
26,960,100237,16,1,0.05242315670292404,0.31906468036662816,0.018668678106640208
27,960,100237,16,1,0.04488025645847545,0.3217046954636555,0.015462945502469697
28,960,100237,16,1,0.04205166886612121,0.3443333961849272,0.1536865924940585
