,Cluster_ID,Tree_ID,GATTUNGS_ID,ALGO_ID,x,y,z
0,203,102924,2,1,0.05701754385956403,0.41447368420508,0.12024853801169588
1,203,102924,2,1,0.052266081871089734,0.3845029239602692,0.19883040935672508
2,203,102924,2,1,0.05884502923925549,0.4261695906146816,0.1326754385964912
3,203,102924,2,1,0.06103801169531074,0.4400584794994858,0.1348684210526315
4,203,102924,2,1,0.055921052630472666,0.3994883040826746,0.12390350877192985
5,203,102924,2,1,0.013888888889059087,0.4005847952862363,0.14217836257309943
6,203,102924,2,1,0.026681286549026812,0.5595760233768354,0.13852339181286547
7,203,102924,2,1,0.06140350877167453,0.4440789473479973,0.17214912280701758
8,203,102924,2,1,0.026681286549026812,0.4718567251176056,0.06761695906432741
9,203,102924,2,1,0.02448830409297156,0.4656432748279311,0.15460526315789475
10,203,102924,2,1,0.02448830409297156,0.46381578945462204,0.10635964912280703
11,203,102924,2,1,0.061769005848038315,0.3720760233809202,0.1703216374269006
12,203,102924,2,1,0.04970760233867069,0.3724415204487741,0.18823099415204675
13,203,102924,2,1,0.030336257310537212,0.4959795321405958,0.08552631578947369
14,203,102924,2,1,0.0584795321628917,0.4239766081735187,0.20942982456140352
15,203,102924,2,1,0.026681286549026812,0.47697368420371844,0.10599415204678357
16,203,102924,2,1,0.026681286549026812,0.4747807017285159,0.17872807017543862
17,203,102924,2,1,0.02960526315780964,0.4864766081721571,0.0603070175438596
18,203,102924,2,1,0.03289473684082878,0.5182748537902769,0.1703216374269006
19,203,102924,2,1,0.04020467836172211,0.5544590643247622,0.138157894736842
20,203,102924,2,1,0.0314327485375011,0.5047514619733267,0.16666666666666663
21,203,102924,2,1,0.033991228069920144,0.5219298245368951,0.09356725146198826
22,203,102924,2,1,0.028874269005082064,0.4064327485080569,0.1429093567251462
23,203,102924,2,1,0.021198830409952418,0.44444444441585124,0.1889619883040935
24,203,102924,2,1,0.030701754384773527,0.41447368420508,0.10635964912280703
25,203,102924,2,1,0.035087719296884035,0.4367690058207216,0.13121345029239767
26,203,102924,2,1,0.040935672514449684,0.4692982456085888,0.1092836257309941
27,203,102924,2,1,0.03289473684082878,0.4228801169359174,0.1304824561403509
28,203,102924,2,1,0.03545321637324782,0.4539473684183295,0.1794590643274854
29,203,102924,2,1,0.040935672514449684,0.48464912279884803,0.1633771929824561
30,203,102924,2,1,0.03581871344961161,0.5339912280483902,0.10526315789473681
31,203,102924,2,1,0.0361842105259754,0.5347222222181375,0.16666666666666663
32,203,102924,2,1,0.022295321636916308,0.44298245611039605,0.1337719298245614
33,203,102924,2,1,0.043128654970504936,0.495248538004888,0.1165935672514619
34,203,102924,2,1,0.044956140350196405,0.5018274853624164,0.15460526315789475
35,203,102924,2,1,0.0405701754380859,0.48903508771521353,0.2123538011695906
36,203,102924,2,1,0.03581871344961161,0.447733918128655,0.13742690058479526
37,203,102924,2,1,0.027777777778118174,0.3925438596232527,0.14254385964912275
38,203,102924,2,1,0.042032163741413574,0.49415204676728675,0.24634502923976603
39,203,102924,2,1,0.044956140350196405,0.511330409330855,0.17397660818713442
40,203,102924,2,1,0.03983918128535832,0.47002923974429656,0.16959064327485382
41,203,102924,2,1,0.05116959064199837,0.5478801169331943,0.13523391812865496
42,203,102924,2,1,0.05043859649139827,0.5288742689963168,0.097953216374269
43,203,102924,2,1,0.04276315789414115,0.48282163739149947,0.10891812865497078
44,203,102924,2,1,0.04934210526230691,0.5420321637113736,0.2774122807017544
45,203,102924,2,1,0.04678362572988787,0.5237573099102041,0.18421052631578944
46,203,102924,2,1,0.055555555554108876,0.5727339181259318,0.19883040935672508
47,203,102924,2,1,0.05738304093592781,0.5771198830082577,0.11915204678362566
48,203,102924,2,1,0.04897660818594312,0.5369152046593004,0.1827485380116959
49,203,102924,2,1,0.05665204678320024,0.5862573099088425,0.26169590643274854
50,203,102924,2,1,0.053362573098053624,0.5540935672228687,0.16885964912280693
51,203,102924,2,1,0.052266081871089734,0.5420321637113736,0.09685672514619878
52,203,102924,2,1,0.0540935672507812,0.5526315789174137,0.1133040935672514
53,203,102924,2,1,0.04714912280625166,0.5127923976363102,0.09868421052631576
54,203,102924,2,1,0.03983918128535832,0.38633040933357826,0.2068713450292398
55,203,102924,2,1,0.044956140350196405,0.4152046783407878,0.13742690058479526
56,203,102924,2,1,0.04934210526230691,0.532529239742935,0.13925438596491224
57,203,102924,2,1,0.04934210526230691,0.4437134502801434,0.13304093567251465
58,203,102924,2,1,0.061769005848038315,0.613304093542743,0.1440058479532163
59,203,102924,2,1,0.044590643273832616,0.40679824560995037,0.11695906432748536
60,203,102924,2,1,0.04130116959081347,0.567616959039819,0.13742690058479526
61,203,102924,2,1,0.0584795321628917,0.5994152046579388,0.26717836257309935
62,203,102924,2,1,0.02960526315780964,0.4956140350727419,0.1469298245614035
63,203,102924,2,1,0.053728070174417414,0.4630847953189143,0.11403508771929816
64,203,102924,2,1,0.05811403508652791,0.5939327485380117,0.1725146198830409
65,203,102924,2,1,0.055921052630472666,0.4773391812715723,0.11001461988304087
66,203,102924,2,1,0.05043859649139827,0.5431286549489749,0.21052631578947362
67,203,102924,2,1,0.04824561403534302,0.4305555555310471,0.1286549707602339
68,203,102924,2,1,0.05957602339198306,0.4963450292084497,0.08735380116959067
69,203,102924,2,1,0.05153508771836216,0.4689327485066953,0.2733918128654971
70,203,102924,2,1,0.06359649122772978,0.6209795321378726,0.17616959064327486
71,203,102924,2,1,0.05994152046834685,0.6016081870991018,0.19261695906432746
72,203,102924,2,1,0.04970760233867069,0.45175438594312695,0.16593567251461985
73,203,102924,2,1,0.04970760233867069,0.5489766081707955,0.24634502923976603
74,203,102924,2,1,0.05738304093592781,0.4981725146157983,0.2072368421052631
75,203,102924,2,1,0.0628654970750022,0.5215643274690411,0.10197368421052629
76,203,102924,2,1,0.061769005848038315,0.5102339180932538,0.09064327485380119
77,203,102924,2,1,0.06030701754258316,0.5102339180932538,0.16008771929824558
78,203,102924,2,1,0.06030701754258316,0.5193713449938386,0.17397660818713442
79,203,102924,2,1,0.05957602339198306,0.5164473684169679,0.2430555555555555
80,203,102924,2,1,0.0628654970750022,0.5292397660641708,0.18530701754385967
81,203,102924,2,1,0.055921052630472666,0.4809941520181904,0.1560672514619883
82,203,102924,2,1,0.05628654970683645,0.4901315789187752,0.1195175438596491
83,203,102924,2,1,0.05701754385956403,0.5065789473466358,0.23099415204678364
84,203,102924,2,1,0.05519005847987256,0.48282163739149947,0.20979532163742684
85,203,102924,2,1,0.0,0.4692982456085888,0.185672514619883
86,203,102924,2,1,0.006213450291801969,0.5087719298218383,0.13340643274853797
87,203,102924,2,1,0.0032894736830191415,0.4926900584618316,0.1440058479532163
88,203,102924,2,1,0.00840643274785722,0.5270467836230078,0.17836257309941517
89,203,102924,2,1,0.06323099415136599,0.5350877192859914,0.2236842105263157
90,203,102924,2,1,0.04678362572988787,0.4327485380062496,0.1816520467836257
91,203,102924,2,1,0.011330409356640047,0.464181286522476,0.18421052631578944
92,203,102924,2,1,0.014254385965422875,0.4685672514388414,0.10964912280701755
93,203,102924,2,1,0.012426900583603937,0.4696637426764427,0.15972222222222213
94,203,102924,2,1,0.01461988303965919,0.47880116957702745,0.18238304093567245
95,203,102924,2,1,0.0628654970750022,0.5387426900326094,0.2675438596491228
96,203,102924,2,1,0.052266081871089734,0.4689327485066953,0.20650584795321633
97,203,102924,2,1,0.012061403509367623,0.5423976608132671,0.11001461988304087
98,203,102924,2,1,0.020102339180861056,0.5109649122630012,0.1001461988304093
99,203,102924,2,1,0.04824561403534302,0.4437134502801434,0.19846491228070176
100,203,102924,2,1,0.011695906433003835,0.5317982456072272,0.08918128654970753
101,203,102924,2,1,0.008040935671493433,0.5160818713150744,0.15899122807017538
102,203,102924,2,1,0.021198830409952418,0.5226608187066424,0.17105263157894737
103,203,102924,2,1,0.006213450291801969,0.5058479532109279,0.08845029239766075
104,203,102924,2,1,0.019005847951769694,0.5025584795321637,0.1440058479532163
105,203,102924,2,1,0.009137426900584795,0.5153508771793667,0.09978070175438598
106,203,102924,2,1,0.05116959064199837,0.46162280701345915,0.17909356725146194
107,203,102924,2,1,0.01827485380116959,0.4981725146157983,0.0928362573099415
108,203,102924,2,1,0.006213450291801969,0.4945175438351406,0.0745614035087719
109,203,102924,2,1,0.010233918127548685,0.45796783623280146,0.15679824561403505
110,203,102924,2,1,0.019005847951769694,0.5131578947041642,0.1571637426900585
111,203,102924,2,1,0.025219298245699136,0.5391081871345029,0.09868421052631576
112,203,102924,2,1,0.027412280701754388,0.5522660818495597,0.10964912280701755
113,203,102924,2,1,0.023026315789643884,0.5394736842023569,0.1655701754385964
114,203,102924,2,1,0.022660818713280094,0.5266812865211143,0.0928362573099415
115,203,102924,2,1,0.017178362572078228,0.4956140350727419,0.1714181286549707
116,203,102924,2,1,0.682017543858713,0.18238304090980245,0.8804824561403508
117,203,102924,2,1,0.6834795321641682,0.1922514619801346,0.894736842105263
118,203,102924,2,1,0.6838450292384045,0.19078947367467944,0.8388157894736843
119,203,102924,2,1,0.6937134502917169,0.16410818710863287,0.8775584795321637
120,203,102924,2,1,0.6853070175438597,0.19919590640551688,0.8625730994152048
121,203,102924,2,1,0.6864035087708236,0.12024853797901792,0.8877923976608187
122,203,102924,2,1,0.6962719298241359,0.1747076023146728,0.8289473684210527
123,203,102924,2,1,0.6995614035092825,0.18823099413162306,0.7627923976608186
124,203,102924,2,1,0.7021198830395741,0.20358187132188235,0.7525584795321636
125,203,102924,2,1,0.7032163742686655,0.1476608186807723,0.8099415204678362
126,203,102924,2,1,0.6977339181274635,0.1867690058261679,0.8271198830409358
