,Cluster_ID,Tree_ID,GATTUNGS_ID,ALGO_ID,x,y,z
0,204,97614,81,1,0.004866443170897703,0.05515302260812346,0.052125013518044695
1,204,97614,81,1,0.005515302260308765,0.054071590786353416,0.08532497026086569
2,204,97614,81,1,0.007894452254606166,0.043149129449927215,0.07050935438540484
3,204,97614,81,1,0.0061641613497198265,0.06769763166209729,0.07559208391932205
4,204,97614,81,1,0.005299015896961919,0.07191521574987869,0.050178436249735975
5,204,97614,81,1,0.00843516816297328,0.05937060668583324,0.08445982480828403
6,204,97614,81,1,0.006921163620804312,0.06099275440338087,0.027900940845758344
7,204,97614,81,1,0.005731588623655611,0.06791391803047994,0.0526657294259082
8,204,97614,81,1,0.00897588407071092,0.05601816805143922,0.08802854980018336
9,204,97614,81,1,0.007137449984151157,0.06337190440523198,0.07559208391932205
10,204,97614,81,1,0.007678165891888796,0.06056018168675879,0.044554990807955185
11,204,97614,81,1,0.006488590894740095,0.06477776576446857,0.030171947658785198
12,204,97614,81,1,0.009841029523468828,0.05212501352126761,0.08532497026086569
13,204,97614,81,1,0.011463177246681744,0.04455499080916381,0.07007678165911403
14,204,97614,81,1,0.012869038607177292,0.03720125446544266,0.04509570671581873
15,204,97614,81,1,0.011463177246681744,0.044446847630008286,0.08327024981098426
16,204,97614,81,1,0.005515302260308765,0.06845463393632915,0.030171947658785198
17,204,97614,81,1,0.008218881799626435,0.056667027146515565,0.04898886125243617
18,204,97614,81,1,0.012112036336092806,0.04055369308976506,0.06877906348024154
19,204,97614,81,1,0.0015140045421689699,0.07040121120141496,0.055261165783653185
20,204,97614,81,1,0.0036768681737490015,0.058829890779984025,0.0523412998811901
21,204,97614,81,1,0.00897588407071092,0.06931977938971653,0.05904617713869794
22,204,97614,81,1,0.008867740889037497,0.06953606574802758,0.050070293068163255
23,204,97614,81,1,0.01048988861287989,0.06542662484947331,0.07223964529056816
24,204,97614,81,1,0.009192170434057767,0.0662917703028607,0.03287552719810287
25,204,97614,81,1,0.011571320428355169,0.06131718395091904,0.08381096571884779
26,204,97614,81,1,0.01048988861287989,0.06261490213100011,0.03449767492169346
27,204,97614,81,1,0.012436465881113076,0.057424029410675814,0.08208067481368449
28,204,97614,81,1,0.012869038607177292,0.053639018059659725,0.08272953390312071
29,204,97614,81,1,0.010814318157270682,0.061857899856768254,0.05223315669961738
30,204,97614,81,1,0.011571320428355169,0.057964745326596644,0.0474748567104183
31,204,97614,81,1,0.013842327241608623,0.049637720340260975,0.08413539526356589
32,204,97614,81,1,0.0029198659026645167,0.06326376122607646,0.04563642262368227
33,204,97614,81,1,0.018059911322465788,0.030928949933419936,0.059695036228134164
34,204,97614,81,1,0.010814318157270682,0.06164161349845722,0.06585919757777846
35,204,97614,81,1,0.009841029523468828,0.06553476802862883,0.05623445441780754
36,204,97614,81,1,0.019033199956897118,0.02357521357962717,0.03330809992439369
37,204,97614,81,1,0.015572618146494962,0.04206769762815717,0.07256407483528629
